1099.89953613	13.1999998093
1095.88232422	11.1000003815
1091.8614502	6.80000019073
1087.83850098	19.3999996185
1083.8145752	18.7999992371
1079.78710938	13.3999996185
1075.75756836	26.2000007629
1071.72570801	28.7000007629
1067.69165039	35.5
1063.65539551	34.4000015259
1059.61694336	40.5
1055.57629395	41.5999984741
1051.53344727	40
1047.48828125	49.5999984741
1043.44104004	49.4000015259
1039.39147949	52.5
1035.33837891	51.2000007629
1031.28442383	60.5
1027.22814941	60.2999992371
1023.168396	58.5999984741
1019.10772705	56.7000007629
1015.0447998	60.7999992371
1010.97833252	62
1006.91094971	62.5999984741
1002.84002686	58.4000015259
998.768188477	54.2000007629
994.692749023	63.7000007629
990.61505127	56
986.536499023	52.7000007629
982.454284668	55.5
978.369873047	53.7000007629
974.284545898	57.7000007629
970.195617676	44.7000007629
966.104431152	48.9000015259
962.010986328	52.4000015259
957.915283203	44.9000015259
953.817321777	56.0999984741
949.717102051	60.5999984741
945.614624023	54.0999984741
941.509887695	58.5999984741
937.402832031	67.9000015259
933.293579102	67.8000030518
929.182006836	69
925.066772461	72.9000015259
920.950683594	83.8000030518
916.832275391	80
912.710266113	79.9000015259
908.587280273	75.5999984741
904.462036133	87.5
900.333129883	92.1999969482
896.203308105	90.8000030518
892.069885254	95.6999969482
887.93548584	89.6999969482
883.797424316	97.5999984741
879.657043457	95.5999984741
875.515808105	111.800003052
871.370849609	113.800003052
867.223571777	113.800003052
863.075378418	126.900001526
858.923522949	129.300003052
854.769348145	133.300003052
850.612854004	138.300003052
846.454101563	146.100006104
842.29296875	155.300003052
838.129577637	171.699996948
833.963806152	168.699996948
829.795776367	187.399993896
825.625366211	199.399993896
821.452697754	215
817.277648926	233.199996948
813.098937988	274.399993896
808.919250488	296.899993896
804.737182617	307.700012207
800.552856445	314
796.364807129	303.299987793
792.17578125	271
787.984375	270.299987793
783.789306641	258.799987793
779.593261719	269.600006104
775.393493652	265.600006104
771.191345215	271.299987793
766.98828125	282.299987793
762.781433105	297
758.573608398	302
754.362060547	330.200012207
750.148193359	342
745.931945801	347.899993896
741.71472168	366.600006104
737.493713379	392.299987793
733.270385742	404.299987793
729.044616699	405
