1498.2746582	21.7999992371
1494.47717285	19.7000007629
1490.6763916	21.5
1486.87353516	20.3999996185
1483.06994629	20.5
1479.26318359	20.5
1475.4543457	20.3999996185
1471.64343262	20.7000007629
1467.83044434	22.7000007629
1464.01550293	21.2000007629
1460.19848633	21.3999996185
1456.3795166	22.5
1452.55847168	21
1448.73535156	21
1444.91027832	20.6000003815
1441.08312988	20.7000007629
1437.25256348	20
1433.42138672	20.7999992371
1429.5880127	20.2999992371
1425.75146484	21.3999996185
1421.9140625	21.5
1418.07458496	21.6000003815
1414.23193359	21.7000007629
1410.38830566	22
1406.54150391	25.7000007629
1402.69262695	26.7000007629
1398.84289551	29.7000007629
1394.98986816	32.9000015259
1391.13476563	34.7999992371
1387.27880859	29.7999992371
1383.41967773	28.6000003815
1379.55834961	25.3999996185
1375.69494629	24.7999992371
1371.82958984	22.7999992371
1367.96203613	23
1364.09240723	21.8999996185
1360.2208252	21.6000003815
1356.3470459	21.8999996185
1352.47131348	21.7999992371
1348.59338379	20.8999996185
1344.71337891	21.2999992371
1340.83007813	22.7999992371
1336.94592285	22.6000003815
1333.05969238	23.8999996185
1329.17016602	24.7999992371
1325.27978516	22.7000007629
1321.38720703	21.7000007629
1317.49133301	24.5
1313.59472656	23.1000003815
1309.69458008	24.2999992371
1305.79248047	23.5
1301.8894043	23
1297.98303223	25.5
1294.07458496	24.2999992371
1290.1652832	26.1000003815
1286.25268555	25.7000007629
1282.33776855	26.3999996185
1278.42089844	28.2999992371
1274.50183105	30.2999992371
1270.58068848	30.2999992371
1266.6574707	32
1262.73205566	30.7999992371
1258.80456543	31.7000007629
1254.875	30
1250.9432373	27.2000007629
1247.00939941	26.2999992371
1243.07202148	26.2999992371
1239.13391113	24.5
1235.19372559	25
1231.25134277	23.2000007629
1227.30541992	23.8999996185
1223.35876465	23.7999992371
1219.40869141	23.2000007629
1215.45776367	23.2000007629
1211.50341797	22.8999996185
1207.5480957	21.5
1203.58947754	22.1000003815
1199.62866211	24
1195.66699219	25.6000003815
1191.7019043	23.7999992371
1187.73461914	24.3999996185
1183.76513672	22.7999992371
1179.7935791	23.5
1175.82116699	23.3999996185
1171.84521484	25.2999992371
1167.8671875	24.1000003815
1163.88696289	28.7999992371
1159.90454102	27.3999996185
1155.91992188	27.2000007629
1151.93188477	25.7999992371
1147.94299316	24.6000003815
1143.9519043	27.7000007629
1139.95861816	26.2999992371
1135.96325684	26.8999996185
1131.96435547	27.7999992371
1127.96459961	28
1123.96252441	26.7000007629
1119.95715332	28.3999996185
1115.95080566	27.5
1111.94091797	29.1000003815
1107.93017578	29.2999992371
1103.91601563	29.5
1099.89953613	30
1095.88232422	32.9000015259
1091.8614502	29
1087.83850098	35.5
1083.8145752	33.5
1079.78710938	35.2000007629
1075.75756836	34.7000007629
1071.72570801	34.5
1067.69165039	34.7000007629
1063.65539551	38.7999992371
1059.61694336	37
1055.57629395	36.2999992371
1051.53344727	36.7999992371
1047.48828125	37.7999992371
1043.44104004	38.0999984741
1039.39147949	38
1035.33837891	39.9000015259
1031.28442383	39.7000007629
1027.22814941	41.2999992371
1023.168396	40.4000015259
1019.10772705	40.0999984741
1015.0447998	36.7999992371
1010.97833252	37.5999984741
1006.91094971	36.5
1002.84002686	37.9000015259
998.768188477	36.9000015259
994.692749023	36.4000015259
990.61505127	37.5
986.536499023	36
982.454284668	37.7000007629
978.369873047	36.2999992371
974.284545898	36.5
970.195617676	36.7999992371
966.104431152	35.5
962.010986328	36.9000015259
957.915283203	35.4000015259
953.817321777	37.5999984741
949.717102051	35.4000015259
945.614624023	37
941.509887695	36.9000015259
937.402832031	33.9000015259
933.293579102	38.9000015259
929.182006836	37.5999984741
925.066772461	40.4000015259
920.950683594	39.4000015259
916.832275391	41.9000015259
912.710266113	41.5
908.587280273	39.7000007629
904.462036133	41.5
900.333129883	40.2999992371
896.203308105	41.5
892.069885254	39.5
887.93548584	40.5
883.797424316	41.5999984741
879.657043457	43.7000007629
875.515808105	42.9000015259
871.370849609	44.2000007629
867.223571777	43.5
863.075378418	45.9000015259
858.923522949	46.4000015259
854.769348145	47.7000007629
850.612854004	47.7999992371
846.454101563	52.2999992371
842.29296875	46.5999984741
838.129577637	50
833.963806152	52.9000015259
829.795776367	52.2000007629
825.625366211	56.7999992371
821.452697754	57.5
817.277648926	58.2999992371
813.098937988	58.4000015259
808.919250488	58
804.737182617	59.9000015259
800.552856445	59.7999992371
796.364807129	64.8000030518
792.17578125	60.2999992371
787.984375	66.5999984741
